"half","country_name","Year","Total_imp","Pref_Trade","Eligible_Trade","Total_volume","Pref_Volume","Eligible_Volume","uk_trade_agreement","uk_agreement_name","uk_dcts_tier","uk_dcts"
"2023 H1","Myanmar (Burma)",2023,31194862,23676821,28474452,40260727,31509254,37465070,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Nepal",2023,662935,515957,519911,388165,322706,325915,FALSE,NA,"Comprehensive",TRUE
"2023 H1","New Caledonia",2023,83187,0,0,19294,0,0,FALSE,NA,NA,FALSE
"2023 H1","New Zealand",2023,264921750,24555899,34336403,67259719,10012202,12738973,TRUE,"UK-New Zealand Free Trade Agreement; CPTPP",NA,FALSE
"2023 H1","Nicaragua",2023,36346092,19317254,19354317,31650060,22712546,22713126,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2023 H1","Niger",2023,157853,5589,157853,90694,2194,90694,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Nigeria",2023,8399292,2818793,3185104,11215199,5673987,5862145,FALSE,NA,"Enhanced",TRUE
"2023 H1","Norfolk Island",2023,6227,0,0,14,0,0,FALSE,NA,NA,FALSE
"2023 H1","North Macedonia",2023,3989681,2940340,3429387,1414832,1192636,1320652,TRUE,"UK-North Macedonia Partnership, Trade and Cooperation Agreement",NA,FALSE
"2023 H1","Norway",2023,401077238,122569851,124829022,78204297,27944657,28639300,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
"2023 H1","Oman",2023,824862,0,0,548948,0,0,FALSE,NA,NA,FALSE
"2023 H1","PEM",2023,22428673130,18870812636,19451158241,11233665988,8418387054,8616494763,FALSE,NA,NA,FALSE
"2023 H1","Pakistan",2023,114522306,35930066,36952509,113440309,28958234,29802721,FALSE,NA,"Enhanced",TRUE
"2023 H1","Palestine",2023,3970113,3890112,3963036,746996,722749,745371,TRUE,"UK-Palestinian Authority Political, Trade and Partnership Agreement",NA,FALSE
"2023 H1","Panama",2023,15340295,10753248,11546826,20191395,18434734,19529975,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2023 H1","Papua New Guinea",2023,89073012,86192435,86901678,94605271,92401116,93168961,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2023 H1","Paraguay",2023,41496492,0,0,86098251,0,0,FALSE,NA,NA,FALSE
"2023 H1","Peru",2023,170964340,110404357,127823291,81314717,52540396,59382673,TRUE,"UK-Andean Countries Trade Agreement; CPTPP",NA,FALSE
"2023 H1","Philippines",2023,48672561,33021388,36093352,23072334,17706856,19060192,FALSE,NA,"Enhanced",TRUE
"2023 H1","Pitcairn Islands",2023,4140,0,0,620,0,0,FALSE,NA,NA,FALSE
"2023 H1","Qatar",2023,391302,0,0,368954,0,0,FALSE,NA,NA,FALSE
"2023 H1","Russia",2023,31771604,0,0,29043408,0,0,FALSE,NA,NA,FALSE
"2023 H1","Rwanda",2023,12052749,2696696,2859562,3686235,781249,812075,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Samoa",2023,29063,27691,29063,24350,24250,24350,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2023 H1","San Marino",2023,95133,26308,95133,5630,1371,5630,FALSE,NA,NA,FALSE
"2023 H1","Saudi Arabia",2023,5483960,0,0,4251801,0,0,FALSE,NA,NA,FALSE
"2023 H1","Senegal",2023,37720580,35339622,37371213,35728195,34467463,35352298,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Serbia",2023,30589094,22078970,26164257,12915203,8536229,9435974,TRUE,"UK-Serbia Partnership, Trade and Cooperation Agreement",NA,FALSE
"2023 H1","Seychelles",2023,21203142,20866604,20942542,4025399,3963476,3983429,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Sierra Leone",2023,263199,76119,77492,291311,125852,125895,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Singapore",2023,19644167,14076225,15845892,6945627,5998213,6262667,TRUE,"UK-Singapore Free Trade Agreement; UK-Singapore Digital Economy Agreement; CPTPP",NA,FALSE
"2023 H1","Sint Maarten",2023,203181,0,0,40320,0,0,FALSE,NA,NA,FALSE
"2023 H1","Solomon Islands",2023,5255,0,1578,633,0,4,TRUE,"UK-Pacific Economic Partnership Agreement","Comprehensive",TRUE
"2023 H1","Somalia",2023,149739,0,2363,46503,0,657,FALSE,NA,"Comprehensive",TRUE
"2023 H1","South Africa",2023,384085937,274247277,302753642,281772693,199351446,222691649,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","South Korea",2023,50201336,33978654,43078054,12672700,8814779,11504228,TRUE,"UK-South Korea Trade Agreement (updated Dec 2025)",NA,FALSE
"2023 H1","South Sudan",2023,117682,0,0,25186,0,0,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Sri Lanka",2023,33491495,19477011,20203900,17046920,9955369,10102366,FALSE,NA,"Enhanced",TRUE
"2023 H1","St. Helena",2023,951418,513501,899162,121416,20393,120441,FALSE,NA,NA,FALSE
"2023 H1","St. Kitts & Nevis",2023,18205,0,10323,2357,0,1151,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","St. Lucia",2023,546758,286716,292382,170829,144659,145793,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","St. Vincent & Grenadines",2023,123108,121925,121925,88737,88146,88146,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Sudan",2023,5900587,83160,206511,2713152,19300,62660,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Suriname",2023,471903,437309,443479,92049,77385,79469,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Switzerland",2023,236632806,168570263,218488109,55139727,48963332,51694090,TRUE,"UK-Switzerland Trade Agreement",NA,FALSE
"2023 H1","Syria",2023,494095,289660,297729,423758,305161,312441,FALSE,NA,"Enhanced",TRUE
"2023 H1","São Tomé & Príncipe",2023,2143,0,0,194,0,0,FALSE,NA,NA,FALSE
"2023 H1","Taiwan",2023,16730683,0,0,6599306,0,0,FALSE,NA,NA,FALSE
"2023 H1","Tajikistan",2023,12955,12955,12955,448,448,448,FALSE,NA,"Enhanced",TRUE
"2023 H1","Tanzania",2023,9512758,3662034,4546910,4962860,2121150,2388216,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Thailand",2023,500121207,0,0,180689921,0,0,FALSE,NA,NA,FALSE
"2023 H1","Timor-Leste",2023,100907,0,0,17085,0,0,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Togo",2023,115598,30881,34703,79241,1000,2409,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Tonga",2023,1602,0,0,500,0,0,FALSE,NA,NA,FALSE
"2023 H1","Trinidad & Tobago",2023,1714632,541510,730968,416913,329377,342006,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Tunisia",2023,9422473,4901283,6232834,6197991,4303059,4916786,TRUE,"UK-Tunisia Association Agreement",NA,FALSE
"2023 H1","Turkey",2023,394694828,311079665,330872574,274789892,135655633,143568513,TRUE,"UK-Turkey Trade Agreement",NA,FALSE
"2023 H1","U.S. Virgin Islands",2023,137449,0,0,34539,0,0,FALSE,NA,NA,FALSE
"2023 H1","Uganda",2023,9017618,4066481,4795248,4036510,2662781,2771831,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Ukraine",2023,120896173,43074892,70395026,220386752,30989368,57077711,TRUE,"UK-Ukraine Political, Free Trade and Strategic Partnership Agreement; UK-Ukraine Digital Trade Agreement",NA,FALSE
"2023 H1","United Arab Emirates",2023,14954664,0,0,13321535,0,0,FALSE,NA,NA,FALSE
"2023 H1","United Kingdom",2023,86540273,0,0,46931237,0,0,FALSE,NA,NA,FALSE
"2023 H1","United States",2023,776620319,0,0,617846126,0,0,TRUE,"UK-US Economic Prosperity Deal (partial)",NA,FALSE
"2023 H1","Unknown",2023,16038148,15565278,15865230,7369009,7189847,7328966,FALSE,NA,NA,FALSE
"2023 H1","Uruguay",2023,91194835,0,0,163338082,0,0,FALSE,NA,NA,FALSE
"2023 H1","Uzbekistan",2023,629017,181696,336806,174052,69086,91084,FALSE,NA,"Enhanced",TRUE
"2023 H1","Venezuela",2023,1481065,0,0,244409,0,0,FALSE,NA,NA,FALSE
"2023 H1","Vietnam",2023,256218124,135330822,154654601,74668472,32682256,37685279,TRUE,"UK-Vietnam Free Trade Agreement; CPTPP",NA,FALSE
"2023 H1","Western Sahara",2023,53051,0,0,41820,0,0,FALSE,NA,NA,FALSE
"2023 H1","Yemen",2023,311099,119793,181454,126558,74464,89354,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Zambia",2023,698167,318616,506619,189291,95829,135557,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Zimbabwe",2023,2669207,1528900,2143617,1169774,761889,890838,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Afghanistan",2023,373341,287936,293859,112049,102897,106981,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Albania",2023,1990328,1023522,1345801,1555004,652517,689867,TRUE,"UK-Albania Partnership, Trade and Cooperation Agreement",NA,FALSE
"2023 H2","Algeria",2023,1601727,256747,592438,3300275,287431,377391,FALSE,NA,"Enhanced",TRUE
"2023 H2","Angola",2023,73273,0,37159,19576,0,1576,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Antigua & Barbuda",2023,110824,94798,104624,8910,7241,8426,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Argentina",2023,356685862,0,0,816524363,0,0,FALSE,NA,NA,FALSE
"2023 H2","Armenia",2023,144535,0,0,15342,0,0,FALSE,NA,NA,FALSE
"2023 H2","Australia",2023,246525443,179202911,210415321,195731522,164650090,183479254,TRUE,"UK-Australia Free Trade Agreement; CPTPP",NA,FALSE
"2023 H2","Azerbaijan",2023,31449,0,0,7146,0,0,FALSE,NA,NA,FALSE
"2023 H2","Bahamas",2023,102259,0,99913,3081,0,2984,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Bahrain",2023,192078,0,0,70434,0,0,FALSE,NA,NA,FALSE
"2023 H2","Bangladesh",2023,33573589,26870536,27054177,11378011,9217378,9308064,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Barbados",2023,4158143,1894276,2446771,999948,690975,774087,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Belarus",2023,2717,0,0,1030,0,0,FALSE,NA,NA,FALSE
"2023 H2","Belize",2023,32630694,32406177,32541196,57954572,57824762,57886940,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Benin",2023,537243,82018,82018,188649,81550,81550,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Bermuda",2023,46233,4760,6760,15411,588,1088,FALSE,NA,NA,FALSE
"2023 H2","Bhutan",2023,17869,0,17869,22567,0,22567,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Bolivia",2023,10873311,172545,362533,2670486,85080,133228,FALSE,NA,"Enhanced",TRUE
"2023 H2","Bosnia & Herzegovina",2023,720928,0,0,436159,0,0,FALSE,NA,NA,FALSE
"2023 H2","Brazil",2023,747894135,0,0,856130286,0,0,FALSE,NA,NA,FALSE
"2023 H2","Burkina Faso",2023,4840659,152926,307147,726624,45837,86656,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Burundi",2023,217179,0,0,39476,0,0,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Cambodia",2023,7603520,7236433,7471571,11923251,11716142,11898087,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Cameroon",2023,9931017,9515026,9783971,19610267,19420879,19482608,TRUE,"UK-Cameroon Economic Partnership Agreement",NA,FALSE
"2023 H2","Canada",2023,303012446,92715606,107297218,555937484,16375569,18780269,TRUE,"UK-Canada Trade Continuity Agreement; CPTPP",NA,FALSE
"2023 H2","Cayman Islands",2023,169093,0,2275,79892,0,100,FALSE,NA,NA,FALSE
"2023 H2","Chad",2023,857797,0,0,638000,0,0,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Chile",2023,185119879,146286718,160115031,94226080,80304807,85497759,TRUE,"UK-Chile Association Agreement; CPTPP",NA,FALSE
"2023 H2","China",2023,1121511270,0,0,364273193,0,0,FALSE,NA,NA,FALSE
"2023 H2","Cocos (Keeling) Islands",2023,38837,0,0,11664,0,0,FALSE,NA,NA,FALSE
"2023 H2","Colombia",2023,196477089,159082424,168059972,190408288,179291745,180942934,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
"2023 H2","Comoros",2023,128196,103493,128196,17170,15010,17170,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Congo - Brazzaville",2023,5608,0,3852,767,0,467,FALSE,NA,"Enhanced",TRUE
"2023 H2","Congo - Kinshasa",2023,247399,1514,2826,62907,947,1374,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Cook Islands",2023,968,0,968,27,0,27,FALSE,NA,"Enhanced",TRUE
"2023 H2","Costa Rica",2023,116023004,102719529,111978827,175900108,163353404,173850795,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2023 H2","Cuba",2023,7317350,0,0,639631,0,0,FALSE,NA,NA,FALSE
"2023 H2","Côte d’Ivoire",2023,87467679,75098527,75908653,38682113,33628753,33810746,TRUE,"UK-Cote d'Ivoire Stepping Stone EPA",NA,FALSE
"2023 H2","Djibouti",2023,507861,0,0,133800,0,0,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Dominica",2023,67090,23790,23790,55138,13272,13272,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Dominican Republic",2023,40298945,28963727,31253727,41717676,34675159,35398927,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Ecuador",2023,133839901,120033071,132633377,72599297,69655500,72173995,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
"2023 H2","Egypt",2023,134829510,109420026,117496776,107838608,85509711,90879287,TRUE,"UK-Egypt Association Agreement",NA,FALSE
"2023 H2","El Salvador",2023,2756923,1095277,1115666,1892607,1583110,1585795,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2023 H2","Eritrea",2023,50535,0,0,42578,0,0,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Eswatini",2023,4156082,3805141,4043864,4181608,4009527,4094906,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Ethiopia",2023,20495307,9047099,10857360,6210137,2277305,2615641,FALSE,NA,"Comprehensive",TRUE
"2023 H2","European Union",2023,20638912671,17955425179,18306369059,10447880389,7994614199,8105208095,TRUE,"UK-EU Trade and Cooperation Agreement",NA,FALSE
"2023 H2","Falkland Islands",2023,619745,532349,619745,222671,208028,222671,FALSE,NA,NA,FALSE
"2023 H2","Faroe Islands",2023,145350950,94514580,132450587,40064864,13958008,34152944,TRUE,"UK-Faroe Islands Free Trade Agreement",NA,FALSE
"2023 H2","Fiji",2023,25194051,23133441,23211667,36883640,34837901,34843299,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2023 H2","French Polynesia",2023,18260,0,0,328,0,0,FALSE,NA,NA,FALSE
"2023 H2","French Southern Territories",2023,1098,0,0,20,0,0,FALSE,NA,NA,FALSE
"2023 H2","Gabon",2023,5454,0,0,1315,0,0,FALSE,NA,NA,FALSE
"2023 H2","Gambia",2023,576741,357543,382495,319727,136117,137516,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Georgia",2023,1171778,755544,894515,517417,239535,261872,TRUE,"UK-Georgia Strategic Partnership and Cooperation Agreement",NA,FALSE
"2023 H2","Ghana",2023,62134368,46381862,46822639,30450831,26430412,26588901,TRUE,"UK-Ghana Interim Trade Partnership Agreement",NA,FALSE
"2023 H2","Greenland",2023,30044186,0,0,3939581,0,0,FALSE,NA,NA,FALSE
"2023 H2","Grenada",2023,43762,15995,17978,8243,2749,2906,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Guatemala",2023,49354955,34386900,36625831,47971402,42917425,46193575,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2023 H2","Guinea",2023,952436,895119,952436,4935695,4931291,4935695,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Guyana",2023,5176911,4458887,4502573,4944166,4786740,4803430,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Haiti",2023,124326,0,2166,11482,0,50,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Honduras",2023,49031941,34582072,35192106,9964285,6281777,6556851,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2023 H2","Hong Kong SAR China",2023,41356978,0,0,6214434,0,0,FALSE,NA,NA,FALSE
"2023 H2","Iceland",2023,187221568,117791517,118353823,50499277,21264474,21334788,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
"2023 H2","India",2023,436092563,130399147,141784730,355140790,53502620,57608279,TRUE,"UK-India Comprehensive Economic and Trade Agreement (CETA)","Standard",TRUE
"2023 H2","Indonesia",2023,135240089,30880013,44165386,181521195,12134424,15238864,FALSE,NA,"Standard",TRUE
"2023 H2","Iran",2023,5585947,0,0,2644047,0,0,FALSE,NA,NA,FALSE
"2023 H2","Iraq",2023,480718,0,0,595109,0,0,FALSE,NA,NA,FALSE
"2023 H2","Israel",2023,60993882,46192271,50102568,23388437,18289270,19210496,TRUE,"UK-Israel Trade and Partnership Agreement",NA,FALSE
"2023 H2","Jamaica",2023,34984480,13080854,23534412,11758309,7421653,9746896,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Japan",2023,43281185,20852288,29557539,10174966,5917179,9121243,TRUE,"UK-Japan Comprehensive Economic Partnership Agreement; CPTPP",NA,FALSE
"2023 H2","Jordan",2023,7894646,7588555,7702237,1933657,1757551,1768980,TRUE,"UK-Jordan Association Agreement",NA,FALSE
"2023 H2","Kazakhstan",2023,4701939,0,0,5668794,0,0,FALSE,NA,NA,FALSE
"2023 H2","Kenya",2023,173014100,114114746,122650108,52999477,29072900,30787552,TRUE,"UK-Kenya Economic Partnership Agreement",NA,FALSE
"2023 H2","Kosovo",2023,1059514,822232,952127,823202,716804,748604,TRUE,"UK-Kosovo Partnership, Trade and Cooperation Agreement",NA,FALSE
"2023 H2","Kuwait",2023,184316,0,0,154124,0,0,FALSE,NA,NA,FALSE
"2023 H2","Kyrgyzstan",2023,126881,8850,56825,161388,26460,35512,FALSE,NA,"Enhanced",TRUE
"2023 H2","Laos",2023,611301,610255,611301,617737,617722,617737,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Lebanon",2023,8287665,4421412,4681249,3119975,1765455,1933286,TRUE,"UK-Lebanon Association Agreement",NA,FALSE
"2023 H2","Lesotho",2023,106628,91160,104109,264480,264000,264180,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
"2023 H2","Liberia",2023,428981,0,0,508737,0,0,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Libya",2023,14125,0,0,59942,0,0,FALSE,NA,NA,FALSE
"2023 H2","Liechtenstein",2023,4053815,0,158137,1792029,0,88968,TRUE,"UK-Iceland-Liechtenstein-Norway FTA; UK-Switzerland-Liechtenstein Trade Agreement",NA,FALSE
"2023 H2","Madagascar",2023,7170120,2920316,5501675,1279895,451117,508968,TRUE,"ESA-UK Economic Partnership Agreement","Comprehensive",TRUE
"2023 H2","Malawi",2023,7217668,27180,28234,4625256,6510,6607,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Malaysia",2023,63013817,0,0,49662723,0,0,TRUE,"CPTPP",NA,FALSE
"2023 H2","Maldives",2023,11645071,0,0,2650959,0,0,FALSE,NA,NA,FALSE
"2023 H2","Mali",2023,145195,72651,133128,108485,59600,101915,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Marshall Islands",2023,34087,0,0,1615,0,0,FALSE,NA,NA,FALSE
"2023 H2","Mauritania",2023,367824,0,354624,16839,0,15519,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Mauritius",2023,48755876,43616037,43698950,21441624,21290672,21303491,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Mexico",2023,77418404,27348483,31185130,20506453,11295070,12712661,TRUE,"UK-Mexico Trade Continuity Agreement; CPTPP",NA,FALSE
"2023 H2","Micronesia (Federated States of)",2023,17739,17739,17739,477,477,477,FALSE,NA,NA,FALSE
"2023 H2","Moldova",2023,5293197,4894879,5152540,4054903,3806258,3940311,TRUE,"UK-Moldova Strategic Partnership, Trade and Cooperation Agreement",NA,FALSE
"2023 H2","Mongolia",2023,14871,0,0,10067,0,0,FALSE,NA,"Enhanced",TRUE
"2023 H2","Montenegro",2023,12617,0,0,1556,0,0,FALSE,NA,NA,FALSE
"2023 H2","Morocco",2023,186812593,168176083,181487873,101192861,93854428,99955407,TRUE,"UK-Morocco Association Agreement",NA,FALSE
"2023 H2","Mozambique",2023,2841149,210406,234588,9521007,310620,338116,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
"2023 H2","Myanmar (Burma)",2023,28250022,21395973,24213881,31852907,25709961,28213632,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Nepal",2023,561186,466679,483977,438142,384270,394021,FALSE,NA,"Comprehensive",TRUE
"2023 H2","New Caledonia",2023,39181,0,0,2235,0,0,FALSE,NA,NA,FALSE
"2023 H2","New Zealand",2023,271646595,160438270,189555279,74945250,49102421,54343778,TRUE,"UK-New Zealand Free Trade Agreement; CPTPP",NA,FALSE
"2023 H2","Nicaragua",2023,41255796,28193776,28214891,43596423,35463924,35464827,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2023 H2","Niger",2023,166627,2609,166627,98491,2000,98491,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Nigeria",2023,9076282,3918140,4367600,12777223,7095008,7403148,FALSE,NA,"Enhanced",TRUE
"2023 H2","North Macedonia",2023,4558840,2984687,3638082,1728891,1383056,1594933,TRUE,"UK-North Macedonia Partnership, Trade and Cooperation Agreement",NA,FALSE
"2023 H2","Norway",2023,386989971,92899276,95951410,87362675,19814529,20726496,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
"2023 H2","Oman",2023,707349,0,0,755117,0,0,FALSE,NA,NA,FALSE
"2023 H2","PEM",2023,22661326426,19185812328,19690107698,11714308293,8492293353,8682238527,FALSE,NA,NA,FALSE
"2023 H2","Pakistan",2023,106777239,27473738,28684508,116150237,21874155,22834076,FALSE,NA,"Enhanced",TRUE
"2023 H2","Palestine",2023,1546464,1539272,1539272,301222,293017,293017,TRUE,"UK-Palestinian Authority Political, Trade and Partnership Agreement",NA,FALSE
"2023 H2","Panama",2023,12259478,9221890,10052121,17108202,15649589,16816997,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2023 H2","Papua New Guinea",2023,83386971,75215832,82750882,103806908,94624519,103354709,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2023 H2","Paraguay",2023,75579962,0,0,170682736,0,0,FALSE,NA,NA,FALSE
"2023 H2","Peru",2023,259710301,205039495,223901953,97230845,81461367,87854156,TRUE,"UK-Andean Countries Trade Agreement; CPTPP",NA,FALSE
"2023 H2","Philippines",2023,43163398,32112748,33960181,24221061,20319670,20868069,FALSE,NA,"Enhanced",TRUE
"2023 H2","Qatar",2023,127910,0,0,6632,0,0,FALSE,NA,NA,FALSE
"2023 H2","Russia",2023,24357577,0,0,4936344,0,0,FALSE,NA,NA,FALSE
"2023 H2","Rwanda",2023,8923767,1539330,1581393,2964698,497474,510574,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Samoa",2023,4991,3671,4991,400,300,400,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2023 H2","San Marino",2023,158124,75614,156297,8040,5488,7892,FALSE,NA,NA,FALSE
"2023 H2","Saudi Arabia",2023,3594010,0,0,3112575,0,0,FALSE,NA,NA,FALSE
"2023 H2","Senegal",2023,6151515,4682203,4755595,4155399,2817679,2856844,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Serbia",2023,36343670,28035675,32064587,20781410,15560333,16468273,TRUE,"UK-Serbia Partnership, Trade and Cooperation Agreement",NA,FALSE
"2023 H2","Seychelles",2023,26248206,25642684,25649826,4913466,4832004,4833816,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Sierra Leone",2023,410144,109375,146787,376892,288200,301898,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Singapore",2023,17367291,13054224,14224270,6657129,5796388,6235907,TRUE,"UK-Singapore Free Trade Agreement; UK-Singapore Digital Economy Agreement; CPTPP",NA,FALSE
"2023 H2","Sint Maarten",2023,239698,0,0,54625,0,0,FALSE,NA,NA,FALSE
"2023 H2","Solomon Islands",2023,65978,0,1098,19604,0,42,TRUE,"UK-Pacific Economic Partnership Agreement","Comprehensive",TRUE
"2023 H2","Somalia",2023,236156,0,25509,82452,0,22513,FALSE,NA,"Comprehensive",TRUE
"2023 H2","South Africa",2023,429560666,321375420,354806542,342405019,252996255,280271891,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","South Korea",2023,49170259,35778375,44963246,13268818,9179829,11977041,TRUE,"UK-South Korea Trade Agreement (updated Dec 2025)",NA,FALSE
"2023 H2","Sri Lanka",2023,34112705,19357175,20464523,16385974,8898838,9237317,FALSE,NA,"Enhanced",TRUE
"2023 H2","St. Barthélemy",2023,342655,0,0,88890,0,0,FALSE,NA,NA,FALSE
"2023 H2","St. Helena",2023,53078,37955,53078,4498,1298,4498,FALSE,NA,NA,FALSE
"2023 H2","St. Kitts & Nevis",2023,15022,0,0,690,0,0,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","St. Lucia",2023,602301,314436,316282,166171,136028,136074,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","St. Vincent & Grenadines",2023,168385,168385,168385,98129,98129,98129,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Sudan",2023,3877963,0,106599,1482661,0,42000,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Suriname",2023,887444,806322,823088,666073,647978,653311,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Switzerland",2023,246438440,199049205,230013183,51453178,45757439,47650481,TRUE,"UK-Switzerland Trade Agreement",NA,FALSE
"2023 H2","Syria",2023,602518,253895,300780,331864,164973,238214,FALSE,NA,"Enhanced",TRUE
"2023 H2","São Tomé & Príncipe",2023,1349,0,1349,189,0,189,FALSE,NA,NA,FALSE
"2023 H2","Taiwan",2023,24662068,0,0,8030646,0,0,FALSE,NA,NA,FALSE
"2023 H2","Tajikistan",2023,180289,180289,180289,4841,4841,4841,FALSE,NA,"Enhanced",TRUE
"2023 H2","Tanzania",2023,6316677,2416191,2910300,3097636,950698,1011246,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Thailand",2023,466958804,0,0,184729068,0,0,FALSE,NA,NA,FALSE
"2023 H2","Timor-Leste",2023,59768,0,0,12837,0,0,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Togo",2023,2567959,24337,30725,3488183,26690,28816,FALSE,NA,"Comprehensive",TRUE
"2023 H2","Tonga",2023,9939,0,0,804,0,0,FALSE,NA,NA,FALSE
"2023 H2","Trinidad & Tobago",2023,1535023,145623,199541,255519,70436,72584,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H2","Tunisia",2023,8138124,4135394,5788285,9169015,2914952,3443895,TRUE,"UK-Tunisia Association Agreement",NA,FALSE
